,ACTOR_ID,AWARD_NAME,YEAR,OUTCOME,DESCRIPTION,FILM
3324,17,"National Society of Film Critics Awards, USA",2010,Nominee - NSFC Award,Best Actor,The Bad Lieutenant: Port of Call - New Orleans (2009)
3325,17,"National Society of Film Critics Awards, USA",1996,Winner - NSFC Award,Best Actor,Leaving Las Vegas (1995)
3326,17,New York Film Critics Circle Awards,1995,Winner - NYFCC Award,Best Actor,Leaving Las Vegas (1995)
3327,17,North Carolina Film Critics Association,2022,Nominee - NCFCA Award,Best Actor,Pig (2021)
3328,17,North Dakota Film Society,2022,Nominee - NDFS Award,Best Actor,Pig (2021)
3329,17,"North Texas Film Critics Association, US",2021,Winner - NTFCA Award,Best Actor,Pig (2021)
3330,17,Oldenburg Film Festival,2016,Winner - German Independence Honorary Award,Tribut,
3331,17,Oldenburg Film Festival,2016,Winner - Star of Excellence,Walk of Fam,
3332,17,Online Association of Female Film Critics,2021,Nominee - OAFFC Award,Best Male Lead,Pig (2021)
3333,17,Online Film & Television Association,2022,Nominee - OFTA Film Award,Best Actor,Pig (2021)
3334,17,Online Film & Television Association,2003,Nominee - OFTA Film Award,Best Actor,Adaptation. (2002)
3335,17,Online Film Critics Society Awards,2022,Nominee - OFCS Award,Best Actor,Pig (2021)
3336,17,Online Film Critics Society Awards,2003,Nominee - OFCS Award,Best Actor,Adaptation. (2002)
3337,17,Online Film Critics Society Awards,2003,Nominee - OFCS Award,Best Ensemble,Adaptation. (2002)
3338,17,Palm Springs International Film Festival,2001,Winner - Desert Palm Achievement Award,,
3339,17,"People's Choice Awards, USA",2006,Nominee - People's Choice Award,Favorite Male Movie Sta,
3340,17,"People's Choice Awards, USA",1996,Nominee - People's Choice Award,Favorite Motion Picture Acto,
3341,17,Phoenix Critics Circle,2021,Nominee - PCC Award,Best Actor,Pig (2021)
3342,17,Phoenix Film Critics Society Awards,2003,Nominee - PFCS Award,Best Actor in a Leading Role,Adaptation. (2002)
3343,17,Phoenix Film Critics Society Awards,2003,Nominee - PFCS Award,Best Acting Ensemble,Adaptation. (2002)
3344,17,Portland Critics Association Awards,2021,Nominee - PCA Award,Best Male Leading Role,Pig (2021)
3345,17,Razzie Awards,2022,Nominee - Redeemer Award,Pig (2021,Pig (2021)
3346,17,Razzie Awards,2017,Nominee - Razzie Award,Worst Supporting Actor,Snowden (2016)
3347,17,Razzie Awards,2015,Nominee - Razzie Award,Worst Actor,Left Behind (2014)
3348,17,Razzie Awards,2013,Nominee - Razzie Award,Worst Actor,Ghost Rider: Spirit of Vengeance (2011)
3349,17,Razzie Awards,2012,Nominee - Razzie Award,Worst Actor,Drive Angry (2011)
3350,17,Razzie Awards,2012,Nominee - Razzie Award,Worst Screen Couple,Drive Angry (2011)
3351,17,Razzie Awards,2008,Nominee - Razzie Award,Worst Actor,Ghost Rider (2007)
3352,17,Razzie Awards,2007,Nominee - Razzie Award,Worst Actor,The Wicker Man (2006)
3353,17,Razzie Awards,2007,Nominee - Razzie Award,Worst Screen Couple,The Wicker Man (2006)
3354,17,San Diego Film Critics Society Awards,2022,Winner - SDFCS Award,Best Actor,Pig (2021)
3355,17,San Francisco Bay Area Film Critics Circle,2022,Nominee - SFBAFCC Award,Best Actor,Pig (2021)
3356,17,San Francisco International Film Festival,1998,Winner - Peter J. Owens Award,,
3357,17,San Sebastián International Film Festival,1995,Winner - Silver Seashell,Best Actor,Leaving Las Vegas (1995)
3358,17,Sant Jordi Awards,1996,Nominee - Sant Jordi,Best Foreign Actor (Mejor Actor Extranjero),Leaving Las Vegas (1995)
3359,17,Satellite Awards,2003,Nominee - Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical",Adaptation. (2002)
3360,17,Scream Awards,2010,Nominee - Scream Award,Best Superhero,Kick-Ass (2010)
3361,17,Scream Awards,2010,Nominee - Scream Award,Best Fantasy Actor,Kick-Ass (2010)
3362,17,Scream Awards,2009,Nominee - Scream Award,Best Science Fiction Actor,Knowing (2009)
3363,17,Screen Actors Guild Awards,2003,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Adaptation. (2002)
3364,17,Screen Actors Guild Awards,2003,Nominee - Actor,Outstanding Performance by the Cast of a Theatrical Motion Picture,Adaptation. (2002)
3365,17,Screen Actors Guild Awards,1996,Winner - Actor,Outstanding Performance by a Male Actor in a Leading Role,Leaving Las Vegas (1995)
3366,17,Seattle Film Critics Society,2022,Winner - SFCS Award,Best Actor,Pig (2021)
3367,17,"ShoWest Convention, USA",2001,Winner - Special Award,Distinguished Decade of Achievement in Fil,
3368,17,Sitges - Catalonian International Film Festival,2018,Winner - Honorary Grand Prize,,
3369,17,Sitges - Catalonian International Film Festival,1989,Winner - Best Actor,Vampire's Kiss (1988),Vampire's Kiss (1988)
3370,17,Society of Texas Film Critics Awards,1995,Winner - STFC Award,Best Actor,Leaving Las Vegas (1995)
3371,17,"St. Louis Film Critics Association, US",2021,Winner - SLFCA Award,Best Actor,Pig (2021)
3372,17,Sundance Film Festival,1995,Winner - Tribute to Independent Vision Award,,
3373,17,Teen Choice Awards,2010,Nominee - Teen Choice Award,Choice Movie Actor: Action Adventure,Kick-Ass (2010)
3374,17,The Stinkers Bad Movie Awards,2006,Nominee - Stinker Award,Worst Actor,The Wicker Man (2006)
3375,17,The Stinkers Bad Movie Awards,2001,Winner - Stinker Award,Most Annoying Fake Accent: Male,Captain Corelli's Mandolin (2001)
3376,17,The Stinkers Bad Movie Awards,2001,Nominee - Stinker Award,Worst On-Screen Couple,Blow (2001)
3377,17,Toronto Film Critics Association Awards,2009,Winner - TFCA Award,Best Actor,The Bad Lieutenant: Port of Call - New Orleans (2009)
3378,17,Toronto Film Critics Association Awards,2002,Winner - TFCA Award,"Best Performance, Male",Adaptation. (2002)
3379,17,Utah Film Critics Association Awards,2021,Winner - UFCA Award,Best Actor,Pig (2021)
3380,17,Vancouver Film Critics Circle,2003,Nominee - VFCC Award,Best Actor,Adaptation. (2002)
3381,17,Village Voice Film Poll,2009,Nominee - VVFP Award,Best Actor,The Bad Lieutenant: Port of Call - New Orleans (2009)
3382,17,Village Voice Film Poll,2002,Nominee - VVFP Award,Best Performance,Adaptation. (2002)
3383,17,Visual Effects Society Awards,2003,Nominee - VES Award,Best Performance by an Actor in an Effects Film,Adaptation. (2002)
3384,17,Walk of Fame,1998,Winner - Star on the Walk of Fame,Motion Picture,
3385,17,Washington DC Area Film Critics Association Awards,2021,Nominee - WAFCA Award,Best Actor,Pig (2021)
3386,17,Women Film Critics Circle Awards,2021,Nominee - WFCC Award,Best Actor,Pig (2021)
3387,17,Women Film Critics Circle Awards,2005,Winner - WFCC Award,Most Offensive Male Character,Lord of War (2005)
3388,17,Yoga Awards,2008,Winner - Yoga Award,Worst Foreign Actor,Ghost Rider (2007)
3389,18,"Academy Awards, USA",2013,Nominee - Oscar,Best Performance by an Actor in a Leading Role,Les Misérables (2012)
3390,18,Primetime Emmy Awards,2020,Nominee - Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie,Bad Education (2019)
3391,18,Primetime Emmy Awards,2015,Nominee - Primetime Emmy,Outstanding Special Class Program,The 68th Annual Tony Awards (2014)
3392,18,Primetime Emmy Awards,2009,Nominee - Primetime Emmy,Outstanding Special Class Programs,The 81st Annual Academy Awards (2009)
3393,18,Primetime Emmy Awards,2006,Nominee - Primetime Emmy,Outstanding Individual Performance in a Variety or Music Program,The 59th Annual Tony Awards (2005)
3394,18,Primetime Emmy Awards,2005,Winner - Primetime Emmy,Outstanding Individual Performance in a Variety or Music Program,The 58th Annual Tony Awards (2004)
3395,18,BAFTA Awards,2013,Nominee - BAFTA Film Award,Best Leading Actor,Les Misérables (2012)
3396,18,AACTA International Awards,2023,Nominee - AACTA International Award,Best Lead Actor,The Son (2022)
3397,18,AACTA International Awards,2019,Nominee - AACTA International Award,Best Lead Actor,The Front Runner (2018)
3398,18,AACTA International Awards,2018,Nominee - AACTA International Award,Best Lead Actor,Logan (2017)
3399,18,AACTA International Awards,2013,Nominee - AACTA International Award,Best Actor,Les Misérables (2012)
3400,18,AARP Movies for Grownups Awards,2019,Nominee - Movies for Grownups Award,Best Actor,The Front Runner (2018)
3401,18,"Academy of Science Fiction, Fantasy & Horror Films, USA",2018,Nominee - Saturn Award,Best Actor,Logan (2017)
3402,18,"Academy of Science Fiction, Fantasy & Horror Films, USA",2013,Nominee - Saturn Award,Best Actor,Les Misérables (2012)
3403,18,"Academy of Science Fiction, Fantasy & Horror Films, USA",2007,Nominee - Saturn Award,Best Actor,The Fountain (2006)
3404,18,"Academy of Science Fiction, Fantasy & Horror Films, USA",2001,Winner - Saturn Award,Best Actor,X-Men (2000)
3405,18,Australian Academy of Cinema and Television Arts (AACTA) Awards,2020,Winner - Audience Choice Award,Favourite Global Star of the Decad,
3406,18,Australian Film Institute,2007,Nominee - AFI International Award,Best Actor,The Prestige (2006)
3407,18,Australian Film Institute,1999,Nominee - AFI Award,Best Performance by an Actor in a Leading Role,Erskineville Kings (1999)
3408,18,Australian Movie Convention,1999,Winner - Australian Star of the Year,,
3409,18,Awards Circuit Community Awards,2012,Winner - ACCA,Best Cast Ensemble,Les Misérables (2012)
3410,18,Awards Circuit Community Awards,2012,Nominee - ACCA,Best Actor in a Leading Role,Les Misérables (2012)
3411,18,Bambi Awards,2017,Winner - Bambi,Entertainmen,
3412,18,Blockbuster Entertainment Awards,2001,Nominee - Blockbuster Entertainment Award,Favorite Male - Newcomer,X-Men (2000)
3413,18,Blogos de Oro,2018,Nominee - Palmarés blogos de oro,Best Lead Actor (Mejor Actor),Logan (2017)
3414,18,Central Ohio Film Critics Association,2013,Nominee - COFCA Award,Best Actor,Les Misérables (2012)
3415,18,Central Ohio Film Critics Association,2013,Nominee - COFCA Award,Best Ensemble,Les Misérables (2012)
3416,18,Chicago Film Critics Association Awards,2001,Nominee - CFCA Award,Most Promising Acto,
3417,18,Critics Choice Awards,2013,Nominee - Critics Choice Award,Best Actor,Les Misérables (2012)
3418,18,Critics Choice Awards,2013,Nominee - Critics Choice Award,Best Song,Les Misérables (2012)
3419,18,Dallas-Fort Worth Film Critics Association Awards,2012,Nominee - DFWFCA Award,Best Actor,Les Misérables (2012)
3420,18,Dorian TV Awards,2020,Winner - Dorian Award,Best TV Performance - Actor,Bad Education (2019)
3421,18,Dublin Film Critics Circle Awards,2017,Nominee - DFCC,Best Actor,Logan (2017)
3422,18,Dublin Film Critics Circle Awards,2013,Nominee - DFCC,Best Actor,Prisoners (2013)
3423,18,"Empire Awards, UK",2018,Winner - Empire Award,Best Actor,Logan (2017)
3424,18,"Empire Awards, UK",2014,Winner - Icon Award,,
3425,18,"Empire Awards, UK",2004,Nominee - Empire Award,Best Actor,X2 (2003)
3426,18,Faro Island Film Festival,2018,Nominee - Golden Carp Film Award - International,Favorite Actor,The Greatest Showman (2017)
3427,18,Film Critics Circle of Australia Awards,2000,Winner - FCCA Award,Best Actor - Male,Erskineville Kings (1999)
3428,18,GALECA: The Society of LGBTQ Entertainment Critics,2013,Nominee - Dorian Award,Film Performance of the Year - Actor,Les Misérables (2012)
3429,18,Gold Derby Awards,2020,Nominee - Gold Derby TV Award,Movie/Limited Series Actor,Bad Education (2019)
3430,18,Gold Derby Awards,2013,Nominee - Gold Derby Film Award,Lead Actor,Les Misérables (2012)
3431,18,Gold Derby Awards,2013,Nominee - Gold Derby Film Award,Ensemble Cast,Les Misérables (2012)
3432,18,Gold Derby Awards,2010,Nominee - Gold Derby TV Award,Variety Performance of the Decade,The 58th Annual Tony Awards (2004)
3433,18,Gold Derby Awards,2006,Nominee - Gold Derby TV Award,Variety Performer,The 59th Annual Tony Awards (2005)
3434,18,Gold Derby Awards,2005,Nominee - Gold Derby TV Award,Variety Performer,The 58th Annual Tony Awards (2004)
3435,18,"Golden Globes, USA",2023,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Drama,The Son (2022)
3436,18,"Golden Globes, USA",2018,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Greatest Showman (2017)
3437,18,"Golden Globes, USA",2013,Winner - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Les Misérables (2012)
3438,18,"Golden Globes, USA",2002,Nominee - Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical,Kate & Leopold (2001)
3439,18,Golden Schmoes Awards,2017,Winner - Golden Schmoes,Best Actor of the Year,Logan (2017)
3440,18,Golden Schmoes Awards,2017,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
3441,18,Golden Schmoes Awards,2006,Nominee - Golden Schmoes,Best Actor of the Year,The Fountain (2006)
3442,18,Golden Schmoes Awards,2006,Nominee - Golden Schmoes,Favorite Celebrity of the Yea,
3443,18,Grammy Awards,2019,Winner - Grammy,Best Compilation Soundtrack for Visual Media,The Greatest Showman (2017)
3444,18,Hollywood Critics Association Midseason Awards,2020,Nominee - HCA Award,Best Actor,Bad Education (2019)
3445,18,Hollywood Film Awards,2018,Winner - Hollywood Film Award,Actor of the Year,The Front Runner (2018)
3446,18,Houston Film Critics Society Awards,2013,Nominee - HFCS Award,Best Actor,Les Misérables (2012)
3447,18,IGN Summer Movie Awards,2017,Winner - IGN People's Choice Award,Best Lead Performer in a Movie,Logan (2017)
3448,18,IGN Summer Movie Awards,2009,Nominee - IGN Award,Favorite Hero,X-Men Origins: Wolverine (2009)
3449,18,"Indiana Film Journalists Association, US",2020,Nominee - IFJA Award,Best Actor,Bad Education (2019)
3450,18,International Online Cinema Awards (INOCA),2020,Nominee - INOCA TV,Best Actor in a a Limited Series or TV Movie,Bad Education (2019)
3451,18,"Kids' Choice Awards, USA",2015,Nominee - Blimp Award,Favorite Movie Actor,X-Men: Days of Future Past (2014)
3452,18,"Kids' Choice Awards, USA",2015,Nominee - Blimp Award,Favorite Male Action Star,X-Men: Days of Future Past (2014)
3453,18,"Kids' Choice Awards, USA",2014,Nominee - Blimp Award,Favorite Male Butt Kicker,The Wolverine (2013)
3454,18,London Critics Circle Film Awards,2013,Nominee - ALFS Award,Actor of the Year,Les Misérables (2012)
3455,18,MovieGuide Awards,2013,Nominee - Grace Award,Most Inspiring Performance in Movies,Les Misérables (2012)
3456,18,MTV Movie + TV Awards,2017,Winner - MTV Movie + TV Award,Best Duo,Logan (2017)
3457,18,MTV Movie + TV Awards,2017,Nominee - MTV Movie + TV Award,Best Actor in a Movie,Logan (2017)
3458,18,MTV Movie + TV Awards,2010,Nominee - MTV Movie Award,Best Fight,X-Men Origins: Wolverine (2009)
3459,18,MTV Movie + TV Awards,2005,Nominee - MTV Movie Award,Best Hero,Van Helsing (2004)
3460,18,MTV Movie + TV Awards,2004,Nominee - MTV Movie Award,Best Fight,X2 (2003)
3461,18,MTV Movie + TV Awards,2001,Nominee - MTV Movie Award,Best On-Screen Team,X-Men (2000)
3462,18,MTV Movie + TV Awards,2001,Nominee - MTV Movie Award,Breakthrough Male Performance,X-Men (2000)
3463,18,"National Board of Review, USA",2013,Winner - NBR Award,Best Ensemble,Prisoners (2013)
3464,18,"National Board of Review, USA",2012,Winner - NBR Award,Best Acting by an Ensemble,Les Misérables (2012)
3465,18,New York International Independent Film & Video Festival,2004,Winner - Short Film Award,Best Actor,Making the Grade (2004)
3466,18,"North Texas Film Critics Association, US",2017,Nominee - NTFCA Award,Best Actor,Logan (2017)
3467,18,Odyssey Awards,2017,Winner - Odyssey Award,Best Lead Actor,Logan (2017)
3468,18,Online Film & Television Association,2020,Winner - OFTA Television Award,Best Actor in a Motion Picture or Limited Series,Bad Education (2019)
3469,18,Online Film & Television Association,2013,Nominee - OFTA Film Award,Best Actor,Les Misérables (2012)
3470,18,Online Film & Television Association,2013,Nominee - OFTA Film Award,"Best Music, Original Song",Les Misérables (2012)
3471,18,Online Film & Television Association,2013,Nominee - OFTA Film Award,"Best Music, Adapted Song",Les Misérables (2012)
3472,18,Online Film & Television Association,2009,Winner - OFTA Television Award,"Best Host or Performer of a Variety, Musical, or Comedy Program",The 81st Annual Academy Awards (2009)
3473,18,Online Film & Television Association,2005,Nominee - OFTA Television Award,"Best Host or Performer of a Variety, Musical, or Comedy Program",The 59th Annual Tony Awards (2005)
3474,18,Online Film & Television Association,2004,Nominee - OFTA Television Award,"Best Host or Performer of a Variety, Musical, or Comedy Program",The 58th Annual Tony Awards (2004)
3475,18,Online Film & Television Association,2003,Nominee - OFTA Television Award,"Best Host or Performer of a Variety, Musical, or Comedy Special",The 57th Annual Tony Awards (2003)
3476,18,"People's Choice Awards, USA",2015,Nominee - People's Choice Award,Favorite Action Movie Acto,
3477,18,"People's Choice Awards, USA",2015,Nominee - People's Choice Award,Favorite Movie Acto,
3478,18,"People's Choice Awards, USA",2014,Nominee - People's Choice Award,Favorite Movie Acto,
3479,18,"People's Choice Awards, USA",2014,Nominee - People's Choice Award,Favorite Action Movie Sta,
3480,18,"People's Choice Awards, USA",2014,Nominee - People's Choice Award,Favorite Dramatic Movie Acto,
3481,18,"People's Choice Awards, USA",2012,Winner - People's Choice Award,Favorite Action Movie Sta,
3482,18,"People's Choice Awards, USA",2012,Nominee - People's Choice Award,Favorite Movie Acto,
3483,18,"People's Choice Awards, USA",2010,Winner - People's Choice Award,Favorite Action Sta,
3484,18,"People's Choice Awards, USA",2010,Nominee - People's Choice Award,Favorite Movie Acto,
3485,18,"People's Choice Awards, USA",2010,Nominee - People's Choice Award,Favorite On-Screen Team,X-Men Origins: Wolverine (2009)
3486,18,"People's Choice Awards, USA",2005,Nominee - People's Choice Award,Favorite Male Action Movie Sta,
3487,18,Phoenix Film Critics Society Awards,2012,Nominee - PFCS Award,Best Actor in a Leading Role,Les Misérables (2012)
3488,18,Phoenix Film Critics Society Awards,2012,Nominee - PFCS Award,Best Ensemble Acting,Les Misérables (2012)
3489,18,Russian National Movie Awards,2014,Nominee - Georges Award,Best Foreign Actor of the Decad,
3490,18,Russian National Movie Awards,2012,Nominee - Georges Award,Best Foreign Actor of the Yea,
3491,18,Russian National Movie Awards,2010,Nominee - Georges Award,Best Foreign Acto,
3492,18,Russian National Movie Awards,2008,Nominee - Georges Award,Best Foreign Acto,
3493,18,San Diego Film Critics Society Awards,2012,Nominee - SDFCS Award,Best Actor,Les Misérables (2012)
3494,18,San Diego Film Critics Society Awards,2012,Nominee - SDFCS Award,Best Ensemble Performance,Les Misérables (2012)
3495,18,San Sebastián International Film Festival,2013,Winner - Donostia Lifetime Achievement Award,,
3496,18,Santa Barbara International Film Festival,2018,Winner - Kirk Douglas Award for Excellence in Film,,
3497,18,Satellite Awards,2023,Nominee - Satellite Award,"Best Actor in a Motion Picture, Drama",The Son (2022)
3498,18,Satellite Awards,2021,Nominee - Satellite Award,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television,Bad Education (2019)
3499,18,Satellite Awards,2012,Winner - Special Achievement Award,"Best Ensemble, Motion Picture",Les Misérables (2012)
3500,18,Satellite Awards,2012,Winner - Satellite Award,Best Original Song,Les Misérables (2012)
3501,18,Satellite Awards,2012,Nominee - Satellite Award,Best Actor in a Motion Picture,Les Misérables (2012)
3502,18,Scream Awards,2011,Winner - Scream Award,Best Cameo,X: First Class (2011)
3503,18,Scream Awards,2009,Nominee - Scream Award,Fight Scene of the Year,X-Men Origins: Wolverine (2009)
3504,18,Scream Awards,2009,Nominee - Scream Award,Best Fantasy Actor,X-Men Origins: Wolverine (2009)
3505,18,Scream Awards,2007,Nominee - Scream Award,Sci-Fi Star,The Fountain (2006)
3506,18,Scream Awards,2006,Nominee - Scream Award,Best Superhero,X-Men: The Last Stand (2006)
3507,18,Screen Actors Guild Awards,2013,Nominee - Actor,Outstanding Performance by a Male Actor in a Leading Role,Les Misérables (2012)
3508,18,Screen Actors Guild Awards,2013,Nominee - Actor,Outstanding Performance by a Cast in a Motion Picture,Les Misérables (2012)
3509,18,"SFX Awards, UK",2010,Nominee - SFX Award,Best Actor,X-Men Origins: Wolverine (2009)
3510,18,"ShoWest Convention, USA",2006,Winner - ShoWest Award,Male Star of the Yea,
3511,18,Spike Video Game Awards,2009,Winner - VGA,Best Performance By A Human Male,X-Men Origins: Wolverine (2009)
3512,18,Spike Video Game Awards,2004,Nominee - VGA,Best Performance by a Human Male,Van Helsing (2004)
3513,18,Teen Choice Awards,2018,Nominee - Teen Choice Award,Choice Movie Actor: Drama,The Greatest Showman (2017)
3514,18,Teen Choice Awards,2017,Nominee - Teen Choice Award,Choice Movie Actor: Action,Logan (2017)
3515,18,Teen Choice Awards,2017,Nominee - Teen Choice Award,Choice: Fight,Logan (2017)
3516,18,Teen Choice Awards,2016,Nominee - Teen Choice Award,Choice Movie: Hissy Fit,X-Men: Apocalypse (2016)
3517,18,Teen Choice Awards,2013,Nominee - Teen Choice Award,Choice Movie Actor: Drama,Les Misérables (2012)
3518,18,Teen Choice Awards,2009,Nominee - Teen Choice Award,Choice Movie Actor: Drama,Australia (2008)
3519,18,Teen Choice Awards,2009,Nominee - Teen Choice Award,Choice Movie Hissy Fit,X-Men Origins: Wolverine (2009)
3520,18,Teen Choice Awards,2009,Nominee - Teen Choice Award,Choice Movie Rumble,X-Men Origins: Wolverine (2009)
3521,18,Teen Choice Awards,2006,Nominee - Teen Choice Award,Movies - Choice Actor: Drama/Action Adventure,X-Men: The Last Stand (2006)
3522,18,Teen Choice Awards,2006,Nominee - Teen Choice Award,Movies - Choice Liplock,X-Men: The Last Stand (2006)
3523,18,Teen Choice Awards,2004,Nominee - Teen Choice Award,Choice Movie Actor - Drama/Action Adventure,Van Helsing (2004)
3524,18,Teen Choice Awards,2004,Nominee - Teen Choice Award,Choice Movie Chemistry,Van Helsing (2004)
3525,18,Teen Choice Awards,2003,Nominee - Teen Choice Award,Choice Movie Actor - Drama/Action Adventure,X2 (2003)
3526,18,Walk of Fame,2012,Winner - Star on the Walk of Fame,Motion Picture,
3527,18,Washington DC Area Film Critics Association Awards,2012,Nominee - WAFCA Award,Best Actor,Les Misérables (2012)
3528,18,Zurich Film Festival,2013,Winner - Golden Icon Award,,
3529,19,"Academy Awards, USA",2015,Nominee - Oscar,Best Performance by an Actor in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3530,19,"Academy Awards, USA",1999,Nominee - Oscar,Best Actor in a Leading Role,American History X (1998)
3531,19,"Academy Awards, USA",1997,Nominee - Oscar,Best Actor in a Supporting Role,Primal Fear (1996)
3532,19,Primetime Emmy Awards,2010,Nominee - Primetime Emmy,Outstanding Nonfiction Special,By the People: The Election of Barack Obama (2009)
3533,19,BAFTA Awards,2015,Nominee - BAFTA Film Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3534,19,BAFTA Awards,1997,Nominee - BAFTA Film Award,Best Performance by an Actor in a Supporting Role,Primal Fear (1996)
3535,19,20/20 Awards,2017,Nominee - Felix,Best Supporting Actor,Primal Fear (1996)
3536,19,AACTA International Awards,2015,Nominee - AACTA International Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3537,19,AARP Movies for Grownups Awards,2007,Nominee - Movies for Grownups Award,Best Grownup Love Story,The Painted Veil (2006)
3538,19,"Academy of Science Fiction, Fantasy & Horror Films, USA",1999,Nominee - Saturn Award,Best Actor,American History X (1998)
3539,19,"Academy of Science Fiction, Fantasy & Horror Films, USA",1997,Nominee - Saturn Award,Best Supporting Actor,Primal Fear (1996)
3540,19,Alliance of Women Film Journalists,2015,Nominee - EDA Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3541,19,American Film Awards,2020,Nominee - American Film Award,Best Actor,Motherless Brooklyn (2019)
3542,19,Awards Circuit Community Awards,2014,Nominee - ACCA,Best Actor in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3543,19,Awards Circuit Community Awards,1999,Nominee - ACCA,Best Actor in a Leading Role,Fight Club (1999)
3544,19,Awards Circuit Community Awards,1999,Nominee - ACCA,Best Cast Ensemble,Fight Club (1999)
3545,19,Awards Circuit Community Awards,1998,Winner - ACCA,Best Actor in a Leading Role,American History X (1998)
3546,19,Awards Circuit Community Awards,1996,Nominee - ACCA,Best Actor in a Supporting Role,Primal Fear (1996)
3547,19,Boston Online Film Critics Association,2014,Winner - BOFCA Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3548,19,Boston Online Film Critics Association,2014,Winner - BOFCA Award,Best Ensemble,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3549,19,Boston Society of Film Critics Awards,2012,Nominee - BSFC Award,Best Ensemble Cast,Moonrise Kingdom (2012)
3550,19,Boston Society of Film Critics Awards,1996,Winner - BSFC Award,Best Supporting Actor,The People vs. Larry Flynt (1996)
3551,19,Central Ohio Film Critics Association,2015,Winner - COFCA Award,Best Ensemble,The Grand Budapest Hotel (2014)
3552,19,Central Ohio Film Critics Association,2015,Nominee - COFCA Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3553,19,Central Ohio Film Critics Association,2015,Nominee - COFCA Award,Best Ensemble,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3554,19,Central Ohio Film Critics Association,2013,Winner - COFCA Award,Best Ensemble,Moonrise Kingdom (2012)
3555,19,Chicago Film Critics Association Awards,2014,Nominee - CFCA Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3556,19,Chicago Film Critics Association Awards,1999,Nominee - CFCA Award,Best Actor,American History X (1998)
3557,19,Chicago Film Critics Association Awards,1997,Winner - CFCA Award,Most Promising Actor,Primal Fear (1996)
3558,19,Chicago Film Critics Association Awards,1997,Nominee - CFCA Award,Best Supporting Actor,Primal Fear (1996)
3559,19,Children's & Family Emmy Awards,2022,Nominee - Emmy,Outstanding Interactive Media,Paper Birds (2020)
3560,19,Chlotrudis Awards,2015,Nominee - Chlotrudis Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3561,19,Chlotrudis Awards,1999,Nominee - Chlotrudis Award,Best Actor,American History X (1998)
3562,19,Critics Choice Awards,2015,Nominee - Critics Choice Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3563,19,Critics Choice Awards,1997,Nominee - Critics Choice Award,Best Supporting Actor,Primal Fear (1996)
3564,19,Dallas-Fort Worth Film Critics Association Awards,2014,Nominee - DFWFCA Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3565,19,Daytime Emmy Awards,2019,Nominee - Daytime Emmy,"Outstanding Performer in a Children's, Family Viewing or Special Class Program",Ask the StoryBots (2016)
3566,19,Denver Film Critics Society,2015,Nominee - DFCS Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3567,19,Detroit Film Critics Society Awards,2014,Winner - DFCS Award,Best Ensemble,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3568,19,Detroit Film Critics Society Awards,2014,Winner - DFCS Award,Best Ensemble,The Grand Budapest Hotel (2014)
3569,19,Detroit Film Critics Society Awards,2014,Nominee - DFCS Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3570,19,Film Independent Spirit Awards,2015,Nominee - Independent Spirit Award,Best Supporting Male,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3571,19,Film Independent Spirit Awards,2007,Nominee - Independent Spirit Award,Best Male Lead,The Painted Veil (2006)
3572,19,Florida Film Critics Circle Awards,2014,Winner - FFCC Award,Best Ensemble,The Grand Budapest Hotel (2014)
3573,19,Florida Film Critics Circle Awards,2014,Nominee - FFCC Award,Best Supporting Actor,Birdman or (The Unexpected Virtue of Ignorance) (2014)
3574,19,Florida Film Critics Circle Awards,1997,Winner - FFCC Award,Best Supporting Actor,Primal Fear (1996)
